2020-04-27,0.06,0.0,0.0,50,59,41
2020-04-28,0.10,0.0,0.0,47,53,39
2020-04-29,0.00,0.0,0.0,55,75,40
2020-04-30,1.38,0.0,0.0,62,67,54
2020-05-01,0.18,0.0,0.0,57,64,50
2020-05-02,0.00,0.0,0.0,60,72,48
2020-05-03,0.69,0.0,0.0,65,79,58
2020-05-04,,,,65,
